Type,Tracking Number,Case Type,Intake Date,Closed Date,Finding,Result,Respondent Agency,Received By,Staff Assigned To,Mediation Requested,Region,No basis identified,SNAPPER Issue,Status,Mediation Start Date,Mediation End Date,LEP,Complainant City,Respondent First Name,Respondent Race,Respondent Sex,Respondent City,External Agency,Client Type,Date Response Submitted,Date Sent to FNS,Exteranl Agency Due Date,Created Date,DUE Date,Date Assigned,FNS Concurrence Date,How Received
Comment,Q10232017.0200006,22 - Internal Complaint,10/12/2017,,,,ZIMZ,"Reynolds, Maia","Grant, Jair",N,REGION 05,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Nederland,Autumn,6-UNKNOWN,U,,#N/A,,,1/8/2018,,10/23/2017,3/4/2020,2/26/2020,,Email
Comment,Q06212018.0200004,22 - Internal Complaint,6/18/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Rangel, Jamir",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Halfmast,2-BLACK,M,Austin,#N/A,,,9/14/2018,,6/21/2018,9/21/2018,6/21/2018,,Email
Comment,Q07052018.0200040,22 - Internal Complaint,6/20/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Sosa, Haiden",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Hurst,Autumn,6-UNKNOWN,U,,#N/A,,,9/14/2018,,7/5/2018,9/24/2018,7/3/2018,,Email
Comment,Q02132018.0200012,22 - Internal Complaint,2/12/2018,,,,ZIMZ,"Reynolds, Maia","Rangel, Jamir",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Friendo,6-UNKNOWN,U,Houston,#N/A,,,5/14/2018,,2/13/2018,5/22/2018,2/13/2018,,Email
Comment,Q02232018.0200011,22 - Internal Complaint,2/22/2018,,,,ZIMZ,"Reynolds, Maia","Sosa, Haiden",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Seagoville,Ace,2-BLACK,F,Grand Prairie,#N/A,,,5/23/2018,,2/23/2018,5/30/2018,2/22/2018,,Email
Comment,Q02232018.0200012,22 - Internal Complaint,2/23/2018,,,,ZIMZ,"Reynolds, Maia","Rangel, Jamir",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Skinny Jeans,3-HISPANIC,F,Houstom,#N/A,,,5/24/2018,,2/23/2018,5/31/2018,2/23/2018,,Email
Comment,Q03162018.0200005,22 - Internal Complaint,3/12/2018,,,,ZIMZ,"Reynolds, Maia","Spence, Imani",N,REGION 08,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,San Antonio,Tomcat,3-HISPANIC,F,San Antonio,#N/A,,,6/11/2018,,3/16/2018,6/20/2018,3/15/2018,,Email
Comment,Q03162018.0200007,22 - Internal Complaint,3/15/2018,,,,ZIMZ,"Reynolds, Maia","Grant, Jair",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Palacios,Fellow,2-BLACK,F,Bay City,#N/A,,,6/12/2018,,3/16/2018,3/4/2020,2/26/2020,,Email
Comment,Q05302018.0200009,22 - Internal Complaint,5/25/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Rangel, Jamir",N,REGION 04,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Texarkana,Autumn,6-UNKNOWN,U,,#N/A,,,8/22/2018,,5/30/2018,2/18/2020,5/30/2018,,Email
Comment,Q12042017.0200021,22 - Internal Complaint,11/27/2017,,,,ZIMZ,"Reynolds, Maia","Perez, Tate",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,Y,Houston,Autumn,6-UNKNOWN,U,Houston,#N/A,,,2/23/2018,,12/4/2017,3/2/2018,12/29/2017,,Email
Comment,Q03202018.0200001,22 - Internal Complaint,3/13/2018,,,,ZIMZ,"Reynolds, Maia","Grant, Jair",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Hubby,2-BLACK,F,Houston,#N/A,,,6/10/2018,,3/20/2018,3/4/2020,2/26/2020,,Email
Comment,Q03262018.0200007,22 - Internal Complaint,3/20/2018,,,,ZIMZ,"Reynolds, Maia","Spence, Imani",N,REGION 08,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,San Antonio,Dimples,1-WHITE,F,Corsicana,#N/A,,,6/18/2018,,3/26/2018,6/27/2018,3/26/2018,,Email
Comment,Q05292018.0200006,22 - Internal Complaint,5/14/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Jimenez, Rosa",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Autumn,6-UNKNOWN,U,,#N/A,,,8/8/2018,,5/29/2018,8/15/2018,5/29/2018,,Email
Comment,Q12062017.0200013,22 - Internal Complaint,11/15/2017,,,,ZIMZ,"Reynolds, Maia","Price, Ada",N,REGION 07,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Austin,Autumn,6-UNKNOWN,U,,#N/A,,,2/12/2018,,12/6/2017,3/5/2020,2/27/2020,,Email
Comment,Q04242018.0200012,22 - Internal Complaint,4/19/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Hendrix, Braydon",N,REGION 08,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,San Antonio,Inchworm,3-HISPANIC,F,San Antonio,#N/A,,,7/16/2018,,4/24/2018,8/10/2018,4/24/2018,,Email
Comment,Q05222018.0200014,22 - Internal Complaint,5/16/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Grant, Jair",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Autumn,6-UNKNOWN,U,,#N/A,,,8/10/2018,,5/22/2018,3/4/2020,2/26/2020,1/1/1900,Email
Comment,Q06202018.0200001,22 - Internal Complaint,6/11/2018,,,,OTHER,"Jevon Wisoky, Ms.","Nunez, Nikolai",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Plano,Autumn,6-UNKNOWN,U,,#N/A,,,9/10/2018,,6/20/2018,9/18/2018,6/18/2018,,Email
Comment,Q07052018.0200036,22 - Internal Complaint,6/21/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Mcneil, Gerald",N,REGION 08,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Corpus Christi,Backbone,6-UNKNOWN,U,,#N/A,,,9/18/2018,,7/5/2018,9/25/2018,7/3/2018,,Email
Comment,Q12052017.0200008,22 - Internal Complaint,11/20/2017,,,,ZIMZ,"Reynolds, Maia","Mcneil, Gerald",N,REGION 08,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,New Braunfels,Snuggles,3-HISPANIC,F,New Braunfels,#N/A,,,2/14/2018,,12/5/2017,2/27/2018,12/5/2017,,Email
Comment,Q07052018.0200044,22 - Internal Complaint,6/12/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Spence, Imani",N,REGION 10,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,El Paso,Bean,6-UNKNOWN,U,,#N/A,,,9/10/2018,,7/5/2018,9/18/2018,7/3/2018,,Email
Comment,Q07092018.0200009,22 - Internal Complaint,6/18/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Grant, Jair",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Spring,Gumdrop,1-WHITE,F,Houston,#N/A,,,9/13/2018,,7/9/2018,3/4/2020,2/26/2020,,Email
Comment,Q12192017.0200001,22 - Internal Complaint,12/6/2017,,,,ZIMZ,"Reynolds, Maia","Sosa, Haiden",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Denton,Hulk,3-HISPANIC,F,Denton,#N/A,,,3/7/2018,,12/19/2017,3/15/2018,12/19/2017,,Email
Comment,Q05212018.0200001,22 - Internal Complaint,5/4/2018,,,,OTHER,"Jevon Wisoky, Ms.","Price, Ada",N,REGION 08,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Von Ormy,Autumn,6-UNKNOWN,U,,#N/A,,,7/31/2018,,5/21/2018,3/5/2020,2/27/2020,,Email
Comment,Q11032017.0200029,22 - Internal Complaint,10/20/2017,,,,ZIMZ,"Reynolds, Maia","Patel, Kaitlynn",N,REGION 11,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Crystal City,Autumn,6-UNKNOWN,U,Crystal City,#N/A,,,1/18/2018,,11/3/2017,1/26/2018,11/3/2017,,Email
Comment,Q11072017.0200022,22 - Internal Complaint,10/2/2017,,,,ZIMZ,"Reynolds, Maia","Mcneil, Gerald",N,REGION 08,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,San Antonio,Fly,3-HISPANIC,F,New Braunfels,#N/A,,,5/25/2018,,11/7/2017,6/1/2018,11/7/2017,,Email
Comment,Q01052018.0200001,22 - Internal Complaint,11/28/2017,,,,ZIMZ,"Reynolds, Maia","Price, Ada",N,REGION 07,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,,Chef,2-BLACK,F,Austin,#N/A,,,2/27/2018,,1/5/2018,3/5/2020,2/27/2020,,Email
Comment,Q01102018.0200007,22 - Internal Complaint,12/28/2017,,,,ZIMZ,"Haag, Brayan","Wolfe, Jovany",N,REGION 02,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Graham,Skinny Jeans,3-HISPANIC,F,Peco,#N/A,,,3/23/2018,,1/10/2018,1/24/2019,1/9/2018,,Phone
Comment,Q02092018.0200002,22 - Internal Complaint,2/7/2018,,,,ZIMZ,"Reynolds, Maia","Rangel, Jamir",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Autumn,6-UNKNOWN,U,,#N/A,,,5/6/2018,,2/9/2018,5/14/2018,2/7/2018,,Email
Comment,Q10242017.0200002,22 - Internal Complaint,10/18/2017,,,,ZIMZ,"Reynolds, Maia","Rangel, Jamir",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Autumn,3-HISPANIC,F,Houston,#N/A,,,2/9/2018,,10/24/2017,2/19/2018,12/20/2017,,Email
Comment,Q02082018.0200004,22 - Internal Complaint,2/6/2018,,,,ZIMZ,"Reynolds, Maia","Wolfe, Jovany",N,REGION 04,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Texarkana,Ladybug,2-BLACK,F,Texarkana,#N/A,,,5/4/2018,,2/8/2018,1/24/2019,2/7/2018,,Email
Comment,Q02082018.0200006,22 - Internal Complaint,2/7/2018,,,,ZIMZ,"Reynolds, Maia","Jimenez, Rosa",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Buck,1-WHITE,F,Houston,#N/A,,,5/8/2018,,2/8/2018,5/16/2018,2/8/2018,,Email
Comment,Q03092018.0200001,22 - Internal Complaint,3/6/2018,,,,ZIMZ,"Reynolds, Maia","Jimenez, Rosa",N,REGION 05,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Cold Spring,Smarty,2-BLACK,F,Coldspring,#N/A,,,5/24/2018,,3/9/2018,6/5/2018,3/8/2018,,Email
Comment,Q01302018.0200010,22 - Internal Complaint,1/24/2018,,,,ZIMZ,"Reynolds, Maia","Rangel, Jamir",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Ringo,2-BLACK,F,Houston,#N/A,,,4/22/2018,,1/30/2018,4/30/2018,1/29/2018,,Email
Comment,Q12222017.0200017,22 - Internal Complaint,12/19/2017,,,,ZIMZ,"Reynolds, Maia","Sanchez, Alessandro",N,REGION 01,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Lubbock,Miss Piggy,1-WHITE,F,Lubbock,#N/A,,,3/12/2018,,12/22/2017,4/2/2018,12/22/2017,,Email
Comment,Q10172017.0200003,22 - Internal Complaint,10/6/2017,,,,ZIMZ,"Reynolds, Maia","Grant, Jair",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Conroe,Guy,6-UNKNOWN,F,Conroe,#N/A,,,1/3/2018,,10/17/2017,3/4/2020,2/26/2020,,Email
Comment,Q11072017.0200012,22 - Internal Complaint,11/6/2017,,,,ZIMZ,"Reynolds, Maia","Grant, Jair",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Autumn,6-UNKNOWN,U,,#N/A,,,1/26/2018,,11/7/2017,3/4/2020,2/26/2020,,Email
Comment,Q02202018.0200005,22 - Internal Complaint,2/16/2018,,,,ZIMZ,"Reynolds, Maia","Jimenez, Rosa",N,REGION 05,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Fred,Slick,3-HISPANIC,F,Lufkin,#N/A,,,5/17/2018,,2/20/2018,5/25/2018,2/20/2018,,Email
Comment,Q03122018.0200004,22 - Internal Complaint,3/6/2018,,,,ZIMZ,"Reynolds, Maia","Grant, Jair",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,Y,Houston,Snoopy,2-BLACK,F,Houston,#N/A,,,6/4/2018,,3/12/2018,3/4/2020,2/26/2020,,Email
Comment,Q10172017.0200006,22 - Internal Complaint,10/3/2017,,,,ZIMZ,"Reynolds, Maia","Grant, Jair",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Katy,Autumn,6-UNKNOWN,U,,#N/A,,,12/22/2017,,10/17/2017,3/4/2020,2/26/2020,,Email
Comment,Q10172017.0200007,22 - Internal Complaint,10/10/2017,,,,ZIMZ,"Reynolds, Maia","Grant, Jair",N,REGION 06,Y,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,Y,Spring,Autumn,3-HISPANIC,M,,#N/A,,,12/21/2017,,10/17/2017,3/4/2020,2/26/2020,,Email
Comment,Q03222018.0200011,22 - Internal Complaint,3/22/2018,,,,ZIMZ,"Reynolds, Maia","Sosa, Haiden",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Lancaster,Lovely,2-BLACK,F,Duncanville,#N/A,,,6/20/2018,,3/22/2018,6/27/2018,3/22/2018,,Email
Comment,Q02152018.0200008,22 - Internal Complaint,2/14/2018,,,,ZIMZ,"Reynolds, Maia","Dalton, Troy",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Dallas,Baby Cakes,2-BLACK,F,Dallas,#N/A,,,5/15/2018,,2/15/2018,5/25/2018,2/15/2018,,Email
Comment,Q04112018.0200029,22 - Internal Complaint,4/5/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Grant, Jair",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Chica,2-BLACK,F,Houston,#N/A,,,6/26/2018,,4/11/2018,3/4/2020,2/26/2020,,Email
Comment,Q03142018.0200002,23 - General Charge,3/5/2018,,,,ZIMZ,"Reynolds, Maia","Castaneda, Ronin",N,REGION 06,N,N,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,,Autumn,6-UNKNOWN,U,,ASEND,,4/9/2018,,3/28/2018,3/14/2018,2/4/2019,3/14/2018,,Mail
Comment,Q06152018.0200023,22 - Internal Complaint,5/31/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Grant, Jair",N,REGION 05,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,Y,Diboll,Chief,2-BLACK,F,Orange,#N/A,,,8/30/2018,,6/15/2018,3/4/2020,2/26/2020,,Email
Comment,Q06252018.0200028,22 - Internal Complaint,5/31/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Price, Ada",N,REGION 07,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Austin,Dimples,3-HISPANIC,F,Austin,#N/A,,,8/27/2018,,6/25/2018,3/5/2020,2/27/2020,,Email
Comment,Q04302018.0200004,22 - Internal Complaint,4/13/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Mcneil, Gerald",N,REGION 08,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,San Antonio,Bello,2-BLACK,F,San Antonio,#N/A,,,7/12/2018,,4/30/2018,7/20/2018,4/30/2018,,Email
Comment,Q05072018.0200002,22 - Internal Complaint,4/11/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Grant, Jair",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Autumn,6-UNKNOWN,U,,#N/A,,,7/10/2018,,5/7/2018,3/4/2020,2/26/2020,,Email
Comment,Q04302018.0200005,12 - Employment Charge,4/30/2018,,,,ZIMZ,"Haag, Brayan","Sosa, Haiden",N,REGION 03,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Arlington,Senorita,1-WHITE,M,Austin,#N/A,Employee,6/14/2018,,6/15/2018,4/30/2018,6/22/2018,5/1/2018,,PPON Portal
Comment,Q05102018.0200008,22 - Internal Complaint,5/5/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Jimenez, Rosa",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Chum,3-HISPANIC,M,Rio Grance City,#N/A,,,7/29/2018,,5/10/2018,8/8/2018,5/31/2018,,Email
Comment,Q05152018.0200010,12 - Employment Charge,5/14/2018,,,,DONS,"Haag, Brayan","Grant, Jair",N,REGION 06,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Houston,Tiny,1-WHITE,F,Houston,ASEND,Employee,6/6/2018,,1/1/1900,5/15/2018,3/4/2020,2/26/2020,,Mail
Comment,Q03122018.0200005,22 - Internal Complaint,3/6/2018,,,,ZIMZ,"Reynolds, Maia","Grant, Jair",N,REGION 05,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Beaumont,Bug,1-WHITE,F,Beaumont,#N/A,,,5/24/2018,,3/12/2018,3/4/2020,2/26/2020,,Email
Comment,Q10172017.0200002,22 - Internal Complaint,10/9/2017,,,,ZIMZ,"Reynolds, Maia","Spence, Imani",N,REGION 11,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Mission,Foxy Mama,3-HISPANIC,F,Mission,#N/A,,,12/21/2017,,10/17/2017,12/29/2017,10/9/2017,,Email
Comment,Q05172018.0200002,22 - Internal Complaint,5/8/2018,,,,OTHER,"Jevon Wisoky, Ms.","Dalton, Troy",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Fort Worth,Autumn,6-UNKNOWN,U,,#N/A,,,8/2/2018,,5/17/2018,8/15/2018,5/16/2018,,Email
Comment,Q10192017.0200018,22 - Internal Complaint,9/18/2017,,,,ZIMZ,"Reynolds, Maia","Perez, Tate",N,REGION 07,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Austin,Autumn,6-UNKNOWN,U,,#N/A,,,12/15/2017,,10/19/2017,1/16/2018,10/19/2017,,Email
Comment,Q11102017.0200010,22 - Internal Complaint,11/7/2017,,,,ZIMZ,"Reynolds, Maia","Jimenez, Rosa",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Cleveland,Pecan,2-BLACK,F,Wharton,#N/A,,,1/30/2018,,11/10/2017,2/8/2018,11/10/2017,,Email
Comment,Q10272017.0200003,22 - Internal Complaint,10/19/2017,,,,ZIMZ,"Reynolds, Maia","Price, Ada",N,REGION 10,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,Y,El Paso,Rambo,3-HISPANIC,F,El Paso,#N/A,,,2/8/2018,,10/27/2017,3/5/2020,2/27/2020,,Email
Comment,Q06152018.0200018,22 - Internal Complaint,6/6/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Grant, Jair",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Humble,Autumn,6-UNKNOWN,U,,#N/A,,,8/31/2018,,6/15/2018,3/4/2020,2/26/2020,,Email
Comment,Q06202018.0200002,22 - Internal Complaint,6/1/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Hendrix, Braydon",N,REGION 10,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,El Paso,Ghoulie,3-HISPANIC,F,El Paso,#N/A,,,8/30/2018,,6/20/2018,9/7/2018,6/18/2018,,Email
Comment,Q06122018.0200001,22 - Internal Complaint,5/24/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Grant, Jair",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Spring,Autumn,6-UNKNOWN,U,,#N/A,,,8/10/2018,,6/12/2018,3/4/2020,2/26/2020,1/1/1900,Email
Comment,Q06202018.0200019,22 - Internal Complaint,6/18/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Grant, Jair",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Chef,2-BLACK,F,Houston,#N/A,,,9/13/2018,,6/20/2018,3/4/2020,2/26/2020,,Email
Comment,Q06152018.0200028,22 - Internal Complaint,5/25/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Spence, Imani",N,REGION 11,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Corpus Christi,Goldilocks,3-HISPANIC,F,Corpus Christi,#N/A,,,8/23/2018,,6/15/2018,8/31/2018,6/15/2018,,Email
Comment,Q11032017.0200035,22 - Internal Complaint,10/10/2017,,,,ZIMZ,"Reynolds, Maia","Price, Ada",N,REGION 07,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,,Cherry,1-WHITE,F,,#N/A,,,1/8/2018,,11/3/2017,3/5/2020,2/27/2020,,Email
Comment,Q11132017.0200010,22 - Internal Complaint,11/6/2017,,,,ZIMZ,"Reynolds, Maia","Price, Ada",N,REGION 08,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,San Antonio,Focker,3-HISPANIC,F,San Antonio,#N/A,,,1/30/2018,,11/13/2017,3/5/2020,2/27/2020,,Email
Comment,Q11212017.0200012,22 - Internal Complaint,11/14/2017,,,,ZIMZ,"Haag, Brayan","Dalton, Troy",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Dallas,Autumn,6-UNKNOWN,U,,#N/A,,,2/9/2018,,11/21/2017,2/20/2018,11/21/2017,,Phone
Comment,Q05102018.0200003,22 - Internal Complaint,5/2/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Wolfe, Jovany",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Dallas,Autumn,6-UNKNOWN,U,,#N/A,,,7/26/2018,,5/10/2018,1/24/2019,5/2/2018,,Email
Comment,Q07192018.0200003,22 - Internal Complaint,6/26/2018,,,,ZIMZ,"Haag, Brayan","Rangel, Jamir",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Cypress,DJ,6-UNKNOWN,U,,#N/A,,,9/24/2018,,7/19/2018,10/2/2018,7/18/2018,,Phone
Comment,Q10312017.0200024,22 - Internal Complaint,10/17/2017,,,,ZIMZ,"Reynolds, Maia","Sanchez, Alessandro",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Haltom City,Tomcat,2-BLACK,F,Fort Worth,#N/A,,,1/12/2018,,10/31/2017,1/24/2018,11/3/2017,,Email
Comment,Q07252018.0200012,22 - Internal Complaint,7/10/2018,,,,ZIMZ,"Haag, Brayan","Sanchez, Alessandro",N,REGION 01,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Littlefield,Autumn,6-UNKNOWN,U,,#N/A,,,10/3/2018,,7/25/2018,10/12/2018,7/24/2018,,Email
Comment,Q07252018.0200013,22 - Internal Complaint,7/13/2018,,,,ZIMZ,"Haag, Brayan","Rangel, Jamir",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Bumblebee,1-WHITE,F,Houston,#N/A,,,10/12/2018,,7/25/2018,10/22/2018,7/24/2018,1/1/1900,Email
Comment,Q07252018.0200014,22 - Internal Complaint,7/3/2018,,,,ZIMZ,"Haag, Brayan","Price, Ada",N,REGION 11,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Edinburg,Hulk,3-HISPANIC,F,McAllen,#N/A,,,10/1/2018,,7/25/2018,3/5/2020,2/27/2020,,Email
Comment,Q12062017.0200010,22 - Internal Complaint,11/16/2017,,,,ZIMZ,"Reynolds, Maia","Hendrix, Braydon",N,REGION 11,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Corpus Christi,Cheddar,4-ASIAN/PACIFIC ISLANDER,M,Austin,#N/A,,,2/13/2018,,12/6/2017,2/21/2018,12/29/2017,,Email
Comment,Q01052018.0200002,22 - Internal Complaint,11/22/2017,,,,ZIMZ,"Reynolds, Maia","Price, Ada",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Carrollton,Autumn,6-UNKNOWN,U,,#N/A,,,2/16/2018,,1/5/2018,3/5/2020,2/27/2020,,Email
Comment,Q11072017.0200014,22 - Internal Complaint,11/2/2017,,,,ZIMZ,"Reynolds, Maia","Rangel, Jamir",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Galveston,Autumn,2-BLACK,F,,#N/A,,,1/25/2018,,11/7/2017,2/1/2018,11/7/2017,,Email
Comment,Q11102017.0200009,22 - Internal Complaint,11/9/2017,,,,ZIMZ,"Reynolds, Maia","Price, Ada",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Temple,Autumn,6-UNKNOWN,U,,#N/A,,,2/4/2018,,11/10/2017,3/5/2020,2/27/2020,,Email
Comment,Q11282017.0200009,22 - Internal Complaint,11/21/2017,,,,ZIMZ,"Reynolds, Maia","Grant, Jair",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Cleveland,Autumn,6-UNKNOWN,U,,#N/A,,,2/16/2018,,11/28/2017,3/4/2020,2/26/2020,,Email
Comment,Q04192018.0200006,22 - Internal Complaint,4/18/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Grant, Jair",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Galveston,Dimples,3-HISPANIC,F,Amarillo,#N/A,,,7/16/2018,,4/19/2018,3/4/2020,2/26/2020,,Email
Comment,Q07052018.0200019,22 - Internal Complaint,12/6/2017,,,,ZIMZ,"Jevon Wisoky, Ms.","Sanchez, Alessandro",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Dallas,Rapunzel,3-HISPANIC,F,Midland,#N/A,,,7/26/2018,,7/5/2018,8/3/2018,6/28/2018,,Email
